time,CPU_AVG_USAGE,MEM_AVG_USAGE,CPU_TOTAL_USAGE,MEM_TOTAL_USAGE,POD_COUNT,expected_CPU_AVG_USAGE,expected_MEM_AVG_USAGE
2024-02-19 15:23:24,20.91,61.44,62.72,184.32,3.0,60.0,70.0
2024-02-19 15:24:24,20.74,61.44,62.22,184.33,3.0,60.0,70.0
2024-02-19 15:25:24,18.83,58.99,56.48,176.96,3.0,60.0,70.0
2024-02-19 15:26:24,15.07,58.99,45.21,176.96,3.0,60.0,70.0
2024-02-19 15:27:24,13.07,54.4,39.2,163.21,3.0,60.0,70.0
2024-02-19 15:28:24,10.55,54.4,31.64,163.21,3.0,60.0,70.0
2024-02-19 15:29:24,7.99,52.07,23.97,156.21,3.0,60.0,70.0
2024-02-19 15:30:24,5.68,47.3,17.04,141.9,3.0,60.0,70.0
2024-02-19 15:31:24,1.91,54.04,3.82,108.08,2.0,60.0,70.0
2024-02-19 15:32:24,4.57,47.23,9.15,94.45,2.0,60.0,70.0
2024-02-19 15:33:24,5.03,47.23,10.05,94.45,2.0,60.0,70.0
2024-02-19 15:34:24,8.89,47.23,17.78,94.45,2.0,60.0,70.0
2024-02-19 15:35:24,13.31,49.52,26.62,99.04,2.0,60.0,70.0
2024-02-19 15:36:24,16.7,54.21,33.4,108.41,2.0,60.0,70.0
2024-02-19 15:37:24,21.39,59.31,42.79,118.63,2.0,60.0,70.0
2024-02-19 15:38:24,25.48,65.15,50.96,130.3,2.0,60.0,70.0
2024-02-19 15:39:24,30.05,68.61,60.1,137.21,2.0,60.0,70.0
2024-02-19 15:40:24,31.98,71.44,63.95,142.89,2.0,60.0,70.0
2024-02-19 15:41:24,35.42,73.36,70.84,146.71,2.0,60.0,70.0
2024-02-19 15:42:24,38.3,73.37,76.59,146.75,2.0,60.0,70.0
2024-02-19 15:43:24,43.7,73.39,87.39,146.79,2.0,60.0,70.0
2024-02-19 15:44:24,45.84,73.42,91.67,146.84,2.0,60.0,70.0
2024-02-19 15:45:24,51.18,73.43,102.36,146.87,2.0,60.0,70.0
2024-02-19 15:46:24,51.65,73.43,103.3,146.87,2.0,60.0,70.0
2024-02-19 15:47:24,54.99,73.44,109.99,146.88,2.0,60.0,70.0
2024-02-19 15:48:24,56.89,73.44,113.79,146.88,2.0,60.0,70.0
2024-02-19 15:49:24,61.14,73.44,122.28,146.88,2.0,60.0,70.0
2024-02-19 15:50:24,63.4,73.44,126.8,146.88,2.0,60.0,70.0
2024-02-19 15:51:24,64.42,73.66,128.84,147.32,2.0,60.0,70.0
2024-02-19 15:52:24,66.42,73.66,132.84,147.32,2.0,60.0,70.0
2024-02-19 15:53:24,94.48,61.1,283.44,183.29,3.0,60.0,70.0
2024-02-19 15:54:24,54.61,73.18,163.82,219.55,3.0,60.0,70.0
2024-02-19 15:55:24,51.09,50.32,204.35,201.29,4.0,60.0,70.0
2024-02-19 15:56:24,43.31,61.64,173.23,246.57,4.0,60.0,70.0
2024-02-19 15:57:24,56.39,37.11,169.16,111.32,3.0,60.0,70.0
2024-02-19 15:58:24,60.5,41.34,181.49,124.03,3.0,60.0,70.0
2024-02-19 15:59:24,60.78,43.51,182.33,130.54,3.0,60.0,70.0
2024-02-19 16:00:24,64.16,44.06,192.49,132.18,3.0,60.0,70.0
2024-02-19 16:01:24,88.97,49.68,266.9,149.03,3.0,60.0,70.0
2024-02-19 16:02:24,53.59,41.29,267.97,206.44,5.0,60.0,70.0
2024-02-19 16:03:24,64.83,57.25,194.48,171.75,3.0,60.0,70.0
2024-02-19 16:04:24,63.02,58.23,189.06,174.7,3.0,60.0,70.0
2024-02-19 16:05:24,61.79,42.9,185.38,128.69,3.0,60.0,70.0
2024-02-19 16:06:24,58.16,42.96,174.47,128.87,3.0,60.0,70.0
2024-02-19 16:07:24,57.74,42.99,173.23,128.98,3.0,60.0,70.0
2024-02-19 16:08:24,52.99,45.39,158.96,136.16,3.0,60.0,70.0
2024-02-19 16:09:24,53.35,45.6,160.04,136.8,3.0,60.0,70.0
2024-02-19 16:10:24,51.43,45.6,154.3,136.8,3.0,60.0,70.0
2024-02-19 16:11:24,47.96,45.62,143.89,136.88,3.0,60.0,70.0
2024-02-19 16:12:24,47.6,45.63,142.8,136.88,3.0,60.0,70.0
2024-02-19 16:13:24,44.89,45.63,134.68,136.89,3.0,60.0,70.0
2024-02-19 16:14:24,44.61,45.63,133.82,136.89,3.0,60.0,70.0
2024-02-19 16:15:24,42.02,45.63,126.07,136.89,3.0,60.0,70.0
2024-02-19 16:16:24,57.76,48.15,115.52,96.3,2.0,60.0,70.0
2024-02-19 16:17:24,53.4,48.15,106.8,96.3,2.0,60.0,70.0
2024-02-19 16:18:24,49.11,48.15,98.23,96.3,2.0,60.0,70.0
2024-02-19 16:19:24,45.95,48.15,91.9,96.3,2.0,60.0,70.0
2024-02-19 16:20:24,43.48,48.15,86.96,96.3,2.0,60.0,70.0
2024-02-19 16:21:24,40.58,48.15,81.17,96.3,2.0,60.0,70.0
2024-02-19 16:22:24,35.74,48.15,71.49,96.3,2.0,60.0,70.0
2024-02-19 16:23:24,32.96,48.16,65.92,96.31,2.0,60.0,70.0
2024-02-19 16:24:24,29.04,48.16,58.08,96.32,2.0,60.0,70.0
2024-02-19 16:25:24,25.64,48.16,51.28,96.32,2.0,60.0,70.0
2024-02-19 16:26:24,20.35,48.16,40.71,96.32,2.0,60.0,70.0
2024-02-19 16:27:24,14.54,42.41,29.09,84.82,2.0,60.0,70.0
2024-02-19 16:28:24,12.95,42.41,25.91,84.82,2.0,60.0,70.0
2024-02-19 16:29:24,8.46,30.89,16.92,61.79,2.0,60.0,70.0
2024-02-19 16:30:24,8.89,30.84,8.89,30.84,1.0,60.0,70.0
2024-02-19 16:31:24,4.11,24.03,4.11,24.03,1.0,60.0,70.0
2024-02-19 16:32:24,9.09,24.04,9.09,24.04,1.0,60.0,70.0
2024-02-19 16:33:24,21.77,23.48,21.77,23.48,1.0,60.0,70.0
2024-02-19 16:34:24,26.51,30.31,26.51,30.31,1.0,60.0,70.0
2024-02-19 16:35:24,33.62,38.08,33.62,38.08,1.0,60.0,70.0
2024-02-19 16:36:24,42.45,45.16,42.45,45.16,1.0,60.0,70.0
2024-02-19 16:37:24,49.17,52.05,49.17,52.05,1.0,60.0,70.0
2024-02-19 16:38:24,54.97,52.11,54.97,52.11,1.0,60.0,70.0
2024-02-19 16:39:24,62.85,52.11,62.85,52.11,1.0,60.0,70.0
2024-02-19 16:40:24,49.11,32.4,98.22,64.8,2.0,60.0,70.0
2024-02-19 16:41:24,67.75,52.12,67.75,52.12,1.0,60.0,70.0
2024-02-19 16:42:24,42.12,40.08,84.24,80.16,2.0,60.0,70.0
2024-02-19 16:43:24,44.99,46.95,89.98,93.9,2.0,60.0,70.0
2024-02-19 16:44:24,47.48,46.99,94.96,93.98,2.0,60.0,70.0
2024-02-19 16:45:24,51.69,47.63,103.38,95.26,2.0,60.0,70.0
2024-02-19 16:46:24,56.61,47.71,113.21,95.41,2.0,60.0,70.0
2024-02-19 16:47:24,59.67,48.14,119.35,96.27,2.0,60.0,70.0
2024-02-19 16:48:24,62.05,48.17,124.1,96.34,2.0,60.0,70.0
2024-02-19 16:49:24,64.62,48.17,129.24,96.34,2.0,60.0,70.0
2024-02-19 16:50:24,52.99,40.89,158.97,122.66,3.0,60.0,70.0
2024-02-19 16:51:24,64.84,34.1,129.67,68.19,2.0,60.0,70.0
2024-02-19 16:52:24,50.89,50.18,152.66,150.53,3.0,60.0,70.0
2024-02-19 16:53:24,60.25,38.26,180.74,114.77,3.0,60.0,70.0
2024-02-19 16:54:24,67.53,50.18,135.07,100.36,2.0,60.0,70.0
2024-02-19 16:55:24,59.78,37.19,179.33,111.57,3.0,60.0,70.0
2024-02-19 16:56:24,56.24,50.35,168.72,151.04,3.0,60.0,70.0
2024-02-19 16:57:24,61.35,53.74,184.05,161.21,3.0,60.0,70.0
2024-02-19 16:58:24,60.3,53.64,180.9,160.92,3.0,60.0,70.0
2024-02-19 16:59:24,66.18,53.7,198.53,161.09,3.0,60.0,70.0
2024-02-19 17:00:24,66.44,53.77,199.33,161.3,3.0,60.0,70.0
2024-02-19 17:01:24,65.84,53.2,197.53,159.61,3.0,60.0,70.0
2024-02-19 17:02:24,55.06,43.64,220.24,174.57,4.0,60.0,70.0
2024-02-19 17:03:24,62.02,53.21,186.05,159.62,3.0,60.0,70.0
2024-02-19 17:04:24,62.09,53.21,186.28,159.62,3.0,60.0,70.0
2024-02-19 17:05:24,60.97,53.21,182.9,159.62,3.0,60.0,70.0
2024-02-19 17:06:24,56.64,53.21,169.93,159.62,3.0,60.0,70.0
2024-02-19 17:07:24,57.46,53.21,172.38,159.62,3.0,60.0,70.0
2024-02-19 17:08:24,52.94,53.39,158.83,160.17,3.0,60.0,70.0
2024-02-19 17:09:24,53.33,53.42,159.98,160.27,3.0,60.0,70.0
2024-02-19 17:10:24,50.96,53.42,152.88,160.27,3.0,60.0,70.0
2024-02-19 17:11:24,47.57,53.42,142.7,160.27,3.0,60.0,70.0
2024-02-19 17:12:24,47.85,53.43,143.55,160.28,3.0,60.0,70.0
2024-02-19 17:13:24,44.69,53.43,134.06,160.28,3.0,60.0,70.0
2024-02-19 17:14:24,42.57,53.43,127.72,160.28,3.0,60.0,70.0
2024-02-19 17:15:24,40.02,53.43,120.07,160.28,3.0,60.0,70.0
2024-02-19 17:16:24,38.51,53.43,115.54,160.29,3.0,60.0,70.0
2024-02-19 17:17:24,35.02,53.43,105.07,160.3,3.0,60.0,70.0
2024-02-19 17:18:24,32.59,53.43,97.77,160.3,3.0,60.0,70.0
2024-02-19 17:19:24,31.8,53.43,95.41,160.3,3.0,60.0,70.0
2024-02-19 17:20:24,28.96,52.98,86.89,158.94,3.0,60.0,70.0
2024-02-19 17:21:24,26.81,52.98,80.43,158.94,3.0,60.0,70.0
2024-02-19 17:22:24,24.34,50.69,73.02,152.06,3.0,60.0,70.0
2024-02-19 17:23:24,21.49,50.69,64.48,152.06,3.0,60.0,70.0
2024-02-19 17:24:24,19.56,46.27,58.68,138.82,3.0,60.0,70.0
2024-02-19 17:25:24,24.27,44.49,48.55,88.98,2.0,60.0,70.0
2024-02-19 17:26:24,21.01,44.49,42.01,88.98,2.0,60.0,70.0
2024-02-19 17:27:24,17.2,44.49,34.4,88.98,2.0,60.0,70.0
2024-02-19 17:28:24,11.89,39.24,23.77,78.48,2.0,60.0,70.0
2024-02-19 17:29:24,8.51,39.24,17.02,78.48,2.0,60.0,70.0
2024-02-19 17:30:24,5.8,34.11,11.6,68.22,2.0,60.0,70.0
2024-02-19 17:31:24,3.26,32.65,3.26,32.65,1.0,60.0,70.0
2024-02-19 17:32:24,8.49,23.71,8.49,23.71,1.0,60.0,70.0
2024-02-19 17:33:24,16.25,24.25,16.25,24.25,1.0,60.0,70.0
2024-02-19 17:34:24,25.43,29.27,25.43,29.27,1.0,60.0,70.0
2024-02-19 17:35:24,34.75,45.35,34.75,45.35,1.0,60.0,70.0
2024-02-19 17:36:24,41.41,48.88,41.41,48.88,1.0,60.0,70.0
2024-02-19 17:37:24,47.51,50.25,47.51,50.25,1.0,60.0,70.0
2024-02-19 17:38:24,53.93,56.1,53.93,56.1,1.0,60.0,70.0
2024-02-19 17:39:24,61.98,56.12,61.98,56.12,1.0,60.0,70.0
2024-02-19 17:40:24,69.51,56.16,69.51,56.16,1.0,60.0,70.0
2024-02-19 17:41:24,38.22,34.64,76.45,69.28,2.0,60.0,70.0
2024-02-19 17:42:24,40.65,33.55,81.3,67.1,2.0,60.0,70.0
2024-02-19 17:43:24,73.65,56.16,73.65,56.16,1.0,60.0,70.0
2024-02-19 17:44:24,46.69,35.11,93.38,70.21,2.0,60.0,70.0
2024-02-19 17:45:24,79.85,33.42,159.7,66.84,2.0,60.0,70.0
2024-02-19 17:46:24,78.35,56.17,78.35,56.17,1.0,60.0,70.0
2024-02-19 17:47:24,57.73,44.8,115.45,89.59,2.0,60.0,70.0
2024-02-19 17:48:24,59.61,45.19,119.21,90.38,2.0,60.0,70.0
2024-02-19 17:49:24,63.05,46.02,126.1,92.04,2.0,60.0,70.0
2024-02-19 17:50:24,65.97,46.1,131.94,92.2,2.0,60.0,70.0
2024-02-19 17:51:24,65.83,46.11,131.67,92.21,2.0,60.0,70.0
2024-02-19 17:52:24,70.26,31.35,140.52,62.7,2.0,60.0,70.0
2024-02-19 17:53:24,53.86,46.25,107.72,92.51,2.0,60.0,70.0
2024-02-19 17:54:24,57.47,34.42,172.41,103.26,3.0,60.0,70.0
2024-02-19 17:55:24,70.57,31.35,141.13,62.7,2.0,60.0,70.0
2024-02-19 17:56:24,61.82,46.26,185.47,138.78,3.0,60.0,70.0
2024-02-19 17:57:24,65.15,34.69,195.45,104.08,3.0,60.0,70.0
2024-02-19 17:58:24,59.92,39.11,179.76,117.33,3.0,60.0,70.0
2024-02-19 17:59:24,64.81,41.87,194.42,125.62,3.0,60.0,70.0
2024-02-19 18:00:24,64.65,43.45,193.96,130.36,3.0,60.0,70.0
2024-02-19 18:01:24,67.63,50.62,202.89,151.87,3.0,60.0,70.0
2024-02-19 18:02:24,64.59,44.77,258.36,179.07,4.0,60.0,70.0
2024-02-19 18:03:24,56.38,59.62,169.14,178.85,3.0,60.0,70.0
2024-02-19 18:04:24,62.34,60.08,187.03,180.25,3.0,60.0,70.0
2024-02-19 18:05:24,60.68,60.32,182.05,180.95,3.0,60.0,70.0
2024-02-19 18:06:24,58.75,60.5,176.26,181.5,3.0,60.0,70.0
2024-02-19 18:07:24,56.11,60.54,168.32,181.61,3.0,60.0,70.0
2024-02-19 18:08:24,55.31,60.54,165.93,181.61,3.0,60.0,70.0
2024-02-19 18:09:24,53.86,60.56,161.58,181.69,3.0,60.0,70.0
2024-02-19 18:10:24,52.24,60.56,156.71,181.69,3.0,60.0,70.0
2024-02-19 18:11:24,49.71,60.57,149.13,181.7,3.0,60.0,70.0
2024-02-19 18:12:24,47.3,60.57,141.89,181.7,3.0,60.0,70.0
2024-02-19 18:13:24,45.42,60.57,136.26,181.7,3.0,60.0,70.0
2024-02-19 18:14:24,44.0,60.57,131.99,181.7,3.0,60.0,70.0
2024-02-19 18:15:24,39.43,60.57,118.3,181.7,3.0,60.0,70.0
2024-02-19 18:16:24,39.81,60.57,119.43,181.7,3.0,60.0,70.0
2024-02-19 18:17:24,37.55,60.57,112.65,181.7,3.0,60.0,70.0
2024-02-19 18:18:24,34.3,60.57,102.9,181.7,3.0,60.0,70.0
2024-02-19 18:19:24,31.74,60.57,95.21,181.71,3.0,60.0,70.0
2024-02-19 18:20:24,29.69,60.57,89.08,181.71,3.0,60.0,70.0
2024-02-19 18:21:24,26.95,60.57,80.85,181.71,3.0,60.0,70.0
2024-02-19 18:22:24,24.67,60.57,74.02,181.71,3.0,60.0,70.0
2024-02-19 18:23:24,22.95,60.03,68.84,180.1,3.0,60.0,70.0
2024-02-19 18:24:24,20.0,60.03,60.01,180.1,3.0,60.0,70.0
2024-02-19 18:25:24,19.36,56.74,58.08,170.22,3.0,60.0,70.0
2024-02-19 18:26:24,15.32,55.62,45.97,166.86,3.0,60.0,70.0
2024-02-19 18:27:24,12.03,50.8,36.1,152.41,3.0,60.0,70.0
2024-02-19 18:28:24,9.7,48.39,29.11,145.16,3.0,60.0,70.0
2024-02-19 18:29:24,7.98,52.43,23.93,157.28,3.0,60.0,70.0
2024-02-19 18:30:24,8.0,48.99,16.0,97.98,2.0,60.0,70.0
2024-02-19 18:31:24,3.64,45.77,7.29,91.54,2.0,60.0,70.0
2024-02-19 18:32:24,2.3,42.9,4.61,85.79,2.0,60.0,70.0
2024-02-19 18:33:24,6.46,40.27,12.91,80.54,2.0,60.0,70.0
2024-02-19 18:34:24,9.74,40.27,19.47,80.54,2.0,60.0,70.0
2024-02-19 18:35:24,16.67,45.13,33.33,90.27,2.0,60.0,70.0
2024-02-19 18:36:24,17.17,46.56,34.34,93.12,2.0,60.0,70.0
2024-02-19 18:37:24,22.62,51.79,45.25,103.57,2.0,60.0,70.0
2024-02-19 18:38:24,25.94,58.73,51.87,117.46,2.0,60.0,70.0
2024-02-19 18:39:24,29.59,62.07,59.18,124.14,2.0,60.0,70.0
2024-02-19 18:40:24,31.57,62.49,63.13,124.98,2.0,60.0,70.0
2024-02-19 18:41:24,35.38,67.18,70.77,134.36,2.0,60.0,70.0
2024-02-19 18:42:24,39.8,67.86,79.6,135.71,2.0,60.0,70.0
2024-02-19 18:43:24,41.53,67.86,83.07,135.71,2.0,60.0,70.0
2024-02-19 18:44:24,45.43,67.9,90.86,135.8,2.0,60.0,70.0
2024-02-19 18:45:24,47.8,67.97,95.61,135.94,2.0,60.0,70.0
2024-02-19 18:46:24,54.47,68.09,108.94,136.18,2.0,60.0,70.0
2024-02-19 18:47:24,55.79,68.09,111.59,136.18,2.0,60.0,70.0
2024-02-19 18:48:24,58.1,68.09,116.2,136.18,2.0,60.0,70.0
2024-02-19 18:49:24,61.02,67.71,122.03,135.43,2.0,60.0,70.0
2024-02-19 18:50:24,64.43,67.71,128.86,135.43,2.0,60.0,70.0
2024-02-19 18:51:24,67.62,66.94,135.25,133.88,2.0,60.0,70.0
2024-02-19 18:52:24,67.32,67.09,134.65,134.17,2.0,60.0,70.0
2024-02-19 18:53:24,55.59,48.27,166.77,144.82,3.0,60.0,70.0
2024-02-19 18:54:24,52.63,55.13,157.9,165.38,3.0,60.0,70.0
2024-02-19 18:55:24,54.58,56.74,163.75,170.21,3.0,60.0,70.0
2024-02-19 18:56:24,57.5,56.78,172.49,170.34,3.0,60.0,70.0
2024-02-19 18:57:24,57.64,56.86,172.91,170.59,3.0,60.0,70.0
2024-02-19 18:58:24,61.7,56.88,185.1,170.64,3.0,60.0,70.0
2024-02-19 18:59:24,61.06,56.88,183.17,170.65,3.0,60.0,70.0
2024-02-19 19:00:24,65.75,56.89,197.24,170.66,3.0,60.0,70.0
2024-02-19 19:01:24,66.89,55.69,200.67,167.06,3.0,60.0,70.0
2024-02-19 19:02:24,65.78,66.6,197.33,199.8,3.0,60.0,70.0
2024-02-19 19:03:24,66.29,65.55,198.86,196.66,3.0,60.0,70.0
2024-02-19 19:04:24,63.92,67.05,191.77,201.16,3.0,60.0,70.0
2024-02-19 19:05:24,60.23,65.88,180.7,197.64,3.0,60.0,70.0
2024-02-19 19:06:24,57.87,66.2,173.62,198.61,3.0,60.0,70.0
2024-02-19 19:07:24,57.15,66.22,171.46,198.67,3.0,60.0,70.0
2024-02-19 19:08:24,53.01,66.22,159.04,198.67,3.0,60.0,70.0
2024-02-19 19:09:24,53.13,66.23,159.39,198.68,3.0,60.0,70.0
2024-02-19 19:10:24,51.01,66.23,153.03,198.68,3.0,60.0,70.0
2024-02-19 19:11:24,47.35,66.16,142.05,198.49,3.0,60.0,70.0
2024-02-19 19:12:24,47.15,66.16,141.46,198.49,3.0,60.0,70.0
2024-02-19 19:13:24,45.01,66.17,135.04,198.52,3.0,60.0,70.0
2024-02-19 19:14:24,42.08,66.18,126.25,198.53,3.0,60.0,70.0
2024-02-19 19:15:24,40.28,66.18,120.84,198.53,3.0,60.0,70.0
2024-02-19 19:16:24,37.64,66.18,112.93,198.53,3.0,60.0,70.0
2024-02-19 19:17:24,35.04,66.18,105.12,198.53,3.0,60.0,70.0
2024-02-19 19:18:24,32.37,66.18,97.11,198.53,3.0,60.0,70.0
2024-02-19 19:19:24,31.23,66.18,93.7,198.53,3.0,60.0,70.0
2024-02-19 19:20:24,28.38,65.51,85.15,196.53,3.0,60.0,70.0
2024-02-19 19:21:24,26.48,65.51,79.43,196.53,3.0,60.0,70.0
2024-02-19 19:22:24,23.25,64.62,69.76,193.86,3.0,60.0,70.0
2024-02-19 19:23:24,21.46,62.42,64.37,187.26,3.0,60.0,70.0
2024-02-19 19:24:24,18.73,60.0,56.18,180.01,3.0,60.0,70.0
2024-02-19 19:25:24,16.77,57.76,50.31,173.27,3.0,60.0,70.0
2024-02-19 19:26:24,13.72,55.34,41.17,166.02,3.0,60.0,70.0
2024-02-19 19:27:24,11.17,50.03,33.52,150.08,3.0,60.0,70.0
2024-02-19 19:28:24,8.77,47.92,26.32,143.77,3.0,60.0,70.0
2024-02-19 19:29:24,7.53,47.44,15.05,94.88,2.0,60.0,70.0
2024-02-19 19:30:24,4.68,44.29,9.37,88.57,2.0,60.0,70.0
2024-02-19 19:31:24,2.45,38.54,4.9,77.07,2.0,60.0,70.0
2024-02-19 19:32:24,5.59,38.54,11.18,77.07,2.0,60.0,70.0
2024-02-19 19:33:24,12.73,38.8,25.46,77.6,2.0,60.0,70.0
2024-02-19 19:34:24,12.73,39.22,25.46,78.43,2.0,60.0,70.0
2024-02-19 19:35:24,17.81,46.76,35.61,93.51,2.0,60.0,70.0
2024-02-19 19:36:24,21.06,48.13,42.13,96.25,2.0,60.0,70.0
2024-02-19 19:37:24,28.08,55.29,56.16,110.58,2.0,60.0,70.0
2024-02-19 19:38:24,27.87,57.72,55.75,115.45,2.0,60.0,70.0
2024-02-19 19:39:24,30.86,58.24,61.71,116.48,2.0,60.0,70.0
2024-02-19 19:40:24,34.59,62.64,69.17,125.29,2.0,60.0,70.0
2024-02-19 19:41:24,38.27,64.12,76.53,128.23,2.0,60.0,70.0
2024-02-19 19:42:24,40.37,64.6,80.75,129.21,2.0,60.0,70.0
2024-02-19 19:43:24,45.81,64.62,91.62,129.25,2.0,60.0,70.0
2024-02-19 19:44:24,47.18,64.62,94.36,129.25,2.0,60.0,70.0
2024-02-19 19:45:24,50.42,64.62,100.84,129.25,2.0,60.0,70.0
2024-02-19 19:46:24,55.01,64.62,110.02,129.25,2.0,60.0,70.0
2024-02-19 19:47:24,58.05,56.79,116.11,113.57,2.0,60.0,70.0
2024-02-19 19:48:24,62.08,85.51,124.17,171.03,2.0,60.0,70.0
2024-02-19 19:49:24,59.02,64.01,177.06,192.02,3.0,60.0,70.0
2024-02-19 19:50:24,64.97,65.9,194.91,197.71,3.0,60.0,70.0
2024-02-19 19:51:24,48.24,68.64,144.72,205.93,3.0,60.0,70.0
2024-02-19 19:52:24,50.35,68.8,151.06,206.39,3.0,60.0,70.0
2024-02-19 19:53:24,51.62,42.38,154.86,127.15,3.0,60.0,70.0
2024-02-19 19:54:24,53.87,47.65,161.6,142.95,3.0,60.0,70.0
2024-02-19 19:55:24,56.63,52.21,169.9,156.62,3.0,60.0,70.0
2024-02-19 19:56:24,56.9,52.55,170.71,157.64,3.0,60.0,70.0
2024-02-19 19:57:24,61.48,52.59,184.44,157.76,3.0,60.0,70.0
2024-02-19 19:58:24,60.45,52.6,181.34,157.79,3.0,60.0,70.0
2024-02-19 19:59:24,66.34,52.75,199.01,158.25,3.0,60.0,70.0
